CompositeKey,Project,MethodIndex,MethodName,MethodLength,EditDensity,AveUseDefDist,AveUseDefDist/MethodLength,MedDefUseDist,MedUseDefDist/MethodLength,CountLine,CompiledLine,PassedLine,CountStat,CompiledStat,PassedStat,PropLineCompiled,PropLinePassed,PropStatCompiled,PropStatPassed,cyclomatic,ncss,npath,cyc/length,ncss/length,npath/length,InstCoverage-missed,InstCoverage-covered,InstCoverage
junit4273,junit4,273,"org.junit.Assert.assertThrows(String,Class<T>,ThrowingRunnable)",28,1.071428571,6.517241379,0.233,3,0.107142857,30,3,2,30,11,5,0.1,0.066666667,0.366666667,0.166666667,4,19,5,0.142857143,0.678571429,0.178571429,26,72,0.734693878
druid52,druid,52,"com.alibaba.druid.filter.FilterChainImpl.connection_prepareStatement(ConnectionProxy,String)",13,1.076923077,4.75,0.365,3,0.230769231,14,1,0,14,5,0,0.071428571,0,0.357142857,0,3,7,4,0.230769231,0.538461538,0.307692308,2,29,0.935483871
druid541,druid,541,com.alibaba.druid.wall.spi.DB2WallVisitor.visit(SQLSelectStatement),13,1.076923077,5,0.385,3,0.230769231,14,4,3,14,6,6,0.285714286,0.214285714,0.428571429,0.428571429,3,11,4,0.230769231,0.846153846,0.307692308,14,27,0.658536585
opennlp21,opennlp,21,opennlp.tools.ml.maxent.quasinewton.NegLogLikelihood.gradientAt(double[]),39,1.076923077,13.71428571,0.352,13.5,0.346153846,42,7,0,42,11,0,0.166666667,0,0.261904762,0,11,24,114,0.282051282,0.615384615,2.923076923,5,176,0.972375691
druid631,druid,631,com.alibaba.druid.util.FnvHash.fnv1a_64(String),12,1.083333333,2.875,0.24,2,0.166666667,13,5,5,13,3,3,0.384615385,0.384615385,0.230769231,0.230769231,3,9,4,0.25,0.75,0.333333333,2,27,0.931034483
mybatis-3231,mybatis-3,231,"org.apache.ibatis.builder.xml.XMLIncludeTransformer.getVariablesContext(Node,Properties)",23,1.086956522,5.727272727,0.249,4,0.173913043,25,4,4,25,8,5,0.16,0.16,0.32,0.2,6,19,12,0.260869565,0.826086957,0.52173913,0,74,1
jcodec348,jcodec,348,org.jcodec.containers.mkv.MKVParser.nextElement(),22,1.090909091,6.2,0.282,6,0.272727273,24,5,3,24,6,6,0.208333333,0.125,0.25,0.25,5,16,8,0.227272727,0.727272727,0.363636364,24,48,0.666666667
opennlp39,opennlp,39,"opennlp.tools.tokenize.TokenSample.parse(String,String)",44,1.090909091,13.16129032,0.299,7,0.159090909,48,7,6,48,16,12,0.145833333,0.125,0.333333333,0.25,6,24,20,0.136363636,0.545454545,0.454545455,10,102,0.910714286
opennlp89,opennlp,89,opennlp.tools.ml.maxent.io.GISModelWriter.persist(),42,1.095238095,12.75,0.304,10,0.238095238,46,8,2,46,16,6,0.173913043,0.043478261,0.347826087,0.130434783,6,20,24,0.142857143,0.476190476,0.571428571,0,118,1
druid451,druid,451,com.alibaba.druid.sql.visitor.SQLASTOutputVisitor.printIndent(),10,1.1,4.4,0.44,6,0.6,11,2,2,11,5,5,0.181818182,0.181818182,0.454545455,0.454545455,4,7,12,0.4,0.7,1.2,7,19,0.730769231
druid84,druid,84,com.alibaba.druid.filter.FilterChainImpl.preparedStatement_executeQuery(PreparedStatementProxy),10,1.1,3.846153846,0.385,2,0.2,11,2,2,11,4,4,0.181818182,0.181818182,0.363636364,0.363636364,3,7,4,0.3,0.7,0.4,0,30,1
jcodec22,jcodec,22,"org.jcodec.codecs.h264.decode.deblock.DeblockingFilter.filterBlockEdgeHoris(Picture,int,int,int,int,int,int,int)",20,1.1,9.85,0.493,9.5,0.475,22,2,2,22,4,2,0.090909091,0.090909091,0.181818182,0.090909091,4,17,4,0.2,0.85,0.2,0,123,1
druid471,druid,471,com.alibaba.druid.stat.JdbcResultSetStat.afterClose(long),19,1.105263158,7.666666667,0.404,6,0.315789474,21,5,4,21,7,6,0.238095238,0.19047619,0.333333333,0.285714286,7,17,16,0.368421053,0.894736842,0.842105263,9,33,0.785714286
jcodec108,jcodec,108,"org.jcodec.containers.mp4.boxes.NodeBox.findAllPath(Box,Class<T>,String[])",19,1.105263158,6.047619048,0.318,3,0.157894737,21,4,2,21,9,6,0.19047619,0.095238095,0.428571429,0.285714286,6,18,10,0.315789474,0.947368421,0.526315789,26,61,0.701149425
druid671,druid,671,com.alibaba.druid.support.profile.Profiler.release(long),18,1.111111111,6.181818182,0.343,5,0.277777778,20,8,5,20,10,4,0.4,0.25,0.5,0.2,3,13,4,0.166666667,0.722222222,0.222222222,0,41,1
mybatis-3174,mybatis-3,174,org.apache.ibatis.reflection.ArrayUtil.hashCode(Object),27,1.111111111,11.5,0.426,11,0.407407407,30,4,4,30,11,9,0.133333333,0.133333333,0.366666667,0.3,11,32,36,0.407407407,1.185185185,1.333333333,0,93,1
opennlp197,opennlp,197,"opennlp.tools.lemmatizer.DefaultLemmatizerContextGenerator.getContext(int,String[],String[],String[])",43,1.11627907,11.51282051,0.268,9,0.209302326,48,12,7,48,20,18,0.25,0.145833333,0.416666667,0.375,7,30,64,0.162790698,0.697674419,1.488372093,0,165,1
mybatis-315,mybatis-3,15,"org.apache.ibatis.type.TypeHandlerRegistry.getTypeHandler(Type,JdbcType)",17,1.117647059,4.583333333,0.27,4,0.235294118,19,4,3,19,12,9,0.210526316,0.157894737,0.631578947,0.473684211,5,12,10,0.294117647,0.705882353,0.588235294,0,34,1
mybatis-3265,mybatis-3,265,"org.apache.ibatis.builder.annotation.MapperAnnotationBuilder.applyResults(Result[],Class<?>,List<ResultMapping>)",25,1.12,11.5,0.46,12,0.48,28,2,2,28,7,6,0.071428571,0.071428571,0.25,0.214285714,7,8,33,0.28,0.32,1.32,0,89,1
mybatis-3317,mybatis-3,317,"org.apache.ibatis.executor.ResultExtractor.extractObjectFromList(List<Object>,Class<?>)",25,1.12,6.727272727,0.269,3,0.12,28,3,3,28,17,11,0.107142857,0.107142857,0.607142857,0.392857143,13,26,13,0.52,1.04,0.52,0,96,1
druid214,druid,214,com.alibaba.druid.wall.WallContext.getTableStat(String),16,1.125,5.363636364,0.335,3,0.1875,18,2,0,18,9,5,0.111111111,0,0.5,0.277777778,4,11,6,0.25,0.6875,0.375,2,37,0.948717949
druid848,druid,848,com.alibaba.druid.pool.DruidDataSource.initFromWrapDriverUrl(),16,1.125,6.857142857,0.429,6.5,0.40625,18,3,3,18,8,8,0.166666667,0.166666667,0.444444444,0.444444444,4,11,8,0.25,0.6875,0.5,0,60,1
jcodec232,jcodec,232,"org.jcodec.codecs.h264.decode.CoeffTransformer.quantizeAC(int[],int)",16,1.125,5.212121212,0.326,2,0.125,18,0,0,18,6,4,0,0,0.333333333,0.222222222,4,13,4,0.25,0.8125,0.25,40,61,0.603960396
druid169,druid,169,com.alibaba.druid.pool.DruidPooledConnection.createStatement(),15,1.133333333,6.461538462,0.431,7,0.466666667,17,2,2,17,10,9,0.117647059,0.117647059,0.588235294,0.529411765,2,10,2,0.133333333,0.666666667,0.133333333,5,28,0.848484848
druid524,druid,524,com.alibaba.druid.stat.JdbcStatementStat.beforeExecute(),15,1.133333333,5.777777778,0.385,4,0.266666667,17,3,3,17,4,4,0.176470588,0.176470588,0.235294118,0.235294118,4,11,4,0.266666667,0.733333333,0.266666667,0,27,1
druid932,druid,932,"com.alibaba.druid.filter.FilterChainImpl.resultSet_getObject(ResultSetProxy,int)",22,1.136363636,5.84,0.265,3,0.136363636,25,1,1,25,10,8,0.04,0.04,0.4,0.32,4,10,8,0.181818182,0.454545455,0.363636364,0,47,1
mybatis-338,mybatis-3,38,org.apache.ibatis.builder.xml.XMLConfigBuilder.settingsElement(Properties),28,1.142857143,14.70512821,0.525,14.5,0.517857143,32,15,15,32,17,16,0.46875,0.46875,0.53125,0.5,1,29,-1,0.035714286,1.035714286,-0.035714286,0,251,1
opennlp58,opennlp,58,opennlp.tools.parser.Parse.getType(String),34,1.147058824,8.625,0.254,4.5,0.132352941,39,5,4,39,11,6,0.128205128,0.102564103,0.282051282,0.153846154,11,32,11,0.323529412,0.941176471,0.323529412,32,49,0.604938272
jcodec284,jcodec,284,"org.jcodec.codecs.prores.ProresToThumb2x2.putGroup(byte[],byte[],int,int[],int)",20,1.15,10.02222222,0.501,9,0.45,23,7,7,23,8,5,0.304347826,0.304347826,0.347826087,0.217391304,2,18,2,0.1,0.9,0.1,76,87,0.533742331
jcodec406,jcodec,406,"org.jcodec.common.io.BitWriter.writeNBit(int,int)",19,1.157894737,9.28125,0.488,8,0.421052632,22,8,6,22,11,9,0.363636364,0.272727273,0.5,0.409090909,5,19,12,0.263157895,1,0.631578947,5,84,0.943820225
opennlp11,opennlp,11,opennlp.tools.ml.model.FileEventStream.read(),44,1.159090909,5.25,0.119,2,0.045454545,51,2,2,51,9,3,0.039215686,0.039215686,0.176470588,0.058823529,3,12,3,0.068181818,0.272727273,0.068181818,0,40,1
opennlp198,opennlp,198,"opennlp.tools.namefind.NameSample.parse(String,String,boolean)",49,1.163265306,17.28205128,0.353,13,0.265306122,57,8,5,57,23,17,0.140350877,0.087719298,0.403508772,0.298245614,8,32,10,0.163265306,0.653061224,0.204081633,0,147,1
druid479,druid,479,com.alibaba.druid.filter.FilterChainImpl.resultSet_getMetaData(ResultSetProxy),12,1.166666667,3.769230769,0.314,2,0.166666667,14,2,2,14,5,5,0.142857143,0.142857143,0.357142857,0.357142857,3,7,4,0.25,0.583333333,0.333333333,2,26,0.928571429
jcodec104,jcodec,104,"org.jcodec.codecs.h264.decode.BlockInterpolator.getLuma02NoRoundInt(int[],int,int[],int,int,int,int,int,int)",12,1.166666667,4.268292683,0.356,4,0.333333333,14,1,1,14,9,4,0.071428571,0.071428571,0.642857143,0.285714286,3,10,3,0.25,0.833333333,0.25,0,107,1
junit4390,junit4,390,org.junit.runner.manipulation.Orderer.order(Collection<Description>),18,1.166666667,5.066666667,0.281,3,0.166666667,21,1,1,21,10,10,0.047619048,0.047619048,0.476190476,0.476190476,5,14,12,0.277777778,0.777777778,0.666666667,17,35,0.673076923
mybatis-350,mybatis-3,50,"org.apache.ibatis.builder.MapperBuilderAssistant.applyCurrentNamespace(String,boolean)",18,1.166666667,10.63636364,0.591,11,0.611111111,21,5,2,21,8,4,0.238095238,0.095238095,0.380952381,0.19047619,6,12,12,0.333333333,0.666666667,0.666666667,0,54,1
druid342,druid,342,"com.alibaba.druid.filter.encoding.EncodingConvertFilter.connection_connect(FilterChain,Properties)",17,1.176470588,6.857142857,0.403,7,0.411764706,20,6,6,20,11,11,0.3,0.3,0.55,0.55,5,12,9,0.294117647,0.705882353,0.529411765,0,58,1
druid367,druid,367,"com.alibaba.druid.util.Utils.loadFromFile(String,Set<String>)",22,1.181818182,8.647058824,0.393,5,0.227272727,26,10,8,26,12,9,0.384615385,0.307692308,0.461538462,0.346153846,5,17,7,0.227272727,0.772727273,0.318181818,1,41,0.976190476
druid726,druid,726,"com.alibaba.druid.filter.stat.StatFilter.createSqlStat(StatementProxy,String)",16,1.1875,5.1875,0.324,2,0.125,19,3,3,19,4,4,0.157894737,0.157894737,0.210526316,0.210526316,5,13,8,0.3125,0.8125,0.5,0,43,1
druid728,druid,728,com.alibaba.druid.stat.JdbcSqlStat.addExecuteTime(long),16,1.1875,7.090909091,0.443,5,0.3125,19,2,2,19,9,9,0.105263158,0.105263158,0.473684211,0.473684211,4,10,5,0.25,0.625,0.3125,1,28,0.965517241
druid752,druid,752,com.alibaba.druid.pool.DruidPooledStatement.incrementExecuteCount(),16,1.1875,2.714285714,0.17,1,0.0625,19,3,3,19,8,8,0.157894737,0.157894737,0.421052632,0.421052632,4,11,8,0.25,0.6875,0.5,3,18,0.857142857
mybatis-331,mybatis-3,31,"org.apache.ibatis.builder.MapperBuilderAssistant.buildResultMapping(Class<?>,String,String,Class<?>,JdbcType,String,String,String,String,Class<?extendsTypeHandler<?>>,List<ResultFlag>,String,String,boolean)",21,1.19047619,7,0.333,5.5,0.261904762,25,3,3,25,6,6,0.12,0.12,0.24,0.24,2,5,2,0.095238095,0.238095238,0.095238095,4,57,0.93442623
druid666,druid,666,com.alibaba.druid.proxy.jdbc.StatementProxyImpl.getRawObject(),26,1.192307692,13.5,0.519,13.5,0.519230769,31,7,7,31,7,7,0.225806452,0.225806452,0.225806452,0.225806452,1,2,1,0.038461538,0.076923077,0.038461538,0,3,1
druid423,druid,423,com.alibaba.druid.sql.dialect.hive.parser.HiveStatementParser.createSQLSelectParser(),15,1.2,10.33333333,0.689,15,1,18,3,3,18,9,8,0.166666667,0.166666667,0.5,0.444444444,1,2,1,0.066666667,0.133333333,0.066666667,0,8,1
druid821,druid,821,"com.alibaba.druid.pool.DruidDataSource.putLast(DruidConnectionHolder,long)",15,1.2,8.294117647,0.553,9,0.6,18,4,4,18,11,9,0.222222222,0.222222222,0.611111111,0.5,3,12,4,0.2,0.8,0.266666667,2,39,0.951219512
opennlp109,opennlp,109,"opennlp.tools.util.featuregen.GeneratorFactory.createGenerator(Element,FeatureGeneratorResourceProvider)",48,1.208333333,13.4,0.279,7.5,0.15625,58,5,4,58,16,15,0.086206897,0.068965517,0.275862069,0.25862069,2,6,2,0.041666667,0.125,0.041666667,0,27,1
druid742,druid,742,com.alibaba.druid.sql.dialect.mysql.visitor.MySqlOutputVisitor.visit(SQLSetStatement),19,1.210526316,8.947368421,0.471,7,0.368421053,23,3,3,23,16,9,0.130434783,0.130434783,0.695652174,0.391304348,8,15,36,0.421052632,0.789473684,1.894736842,2,62,0.96875
druid372,druid,372,com.alibaba.druid.sql.dialect.mysql.visitor.MySqlSchemaStatVisitor.visit(MySqlCreateTableStatement),14,1.214285714,4.545454545,0.325,3,0.214285714,17,7,7,17,7,6,0.411764706,0.411764706,0.411764706,0.352941176,5,8,9,0.357142857,0.571428571,0.642857143,0,37,1
druid602,druid,602,"com.alibaba.druid.sql.PagerUtils.count(String,String)",14,1.214285714,4.7,0.336,3,0.214285714,17,3,3,17,5,5,0.176470588,0.176470588,0.294117647,0.294117647,3,9,4,0.214285714,0.642857143,0.285714286,24,24,0.5
opennlp194,opennlp,194,"opennlp.tools.lemmatizer.LemmatizerME.train(String,ObjectStream<LemmaSample>,TrainingParameters,LemmatizerFactory)",42,1.214285714,17.8,0.424,16,0.380952381,51,3,1,51,11,9,0.058823529,0.019607843,0.215686275,0.176470588,6,30,16,0.142857143,0.714285714,0.380952381,63,56,0.470588235
druid769,druid,769,com.alibaba.druid.sql.visitor.SQLASTOutputVisitor.visit(SQLNotNullConstraint),13,1.230769231,4.8,0.369,3,0.230769231,16,8,5,16,7,7,0.5,0.3125,0.4375,0.4375,6,13,18,0.461538462,1,1.384615385,1,50,0.980392157
druid789,druid,789,"com.alibaba.druid.util.FnvHash.hashCode64(String,int,int)",13,1.230769231,2.727272727,0.21,2,0.153846154,16,5,2,16,9,4,0.3125,0.125,0.5625,0.25,4,9,4,0.307692308,0.692307692,0.307692308,0,35,1
druid761,druid,761,com.alibaba.druid.wall.WallContext.incrementFunctionInvoke(String),17,1.235294118,5.454545455,0.321,4,0.235294118,21,3,2,21,8,8,0.142857143,0.095238095,0.380952381,0.380952381,4,11,6,0.235294118,0.647058824,0.352941176,1,37,0.973684211
junit4281,junit4,281,org.junit.rules.TemporaryFolder.createTemporaryFolderIn(File),17,1.235294118,3.823529412,0.225,2,0.117647059,21,3,3,21,7,7,0.142857143,0.142857143,0.333333333,0.333333333,3,13,3,0.176470588,0.764705882,0.176470588,27,39,0.590909091
mybatis-349,mybatis-3,49,org.apache.ibatis.reflection.Reflector.typeToClass(Type),17,1.235294118,3.384615385,0.199,3,0.176470588,21,3,2,21,7,4,0.142857143,0.095238095,0.333333333,0.19047619,6,18,10,0.352941176,1.058823529,0.588235294,9,41,0.82
opennlp105,opennlp,105,opennlp.tools.ml.perceptron.PerceptronModelWriter.sortValues(),34,1.235294118,7.822222222,0.23,4,0.117647059,42,6,4,42,10,8,0.142857143,0.095238095,0.238095238,0.19047619,6,28,13,0.176470588,0.823529412,0.382352941,0,134,1
jcodec186,jcodec,186,"org.jcodec.codecs.h264.decode.ChromaPredictionBuilder.predictPlane(int[][],int,boolean,boolean,byte[],byte[],byte[],byte[])",21,1.238095238,5.944444444,0.283,3.5,0.166666667,26,2,1,26,6,2,0.076923077,0.038461538,0.230769231,0.076923077,5,16,12,0.238095238,0.761904762,0.571428571,0,173,1
jcodec177,jcodec,177,"org.jcodec.codecs.h264.decode.BlockInterpolator.getLuma10Unsafe(byte[],int,int,byte[],int,int,int,int,int,int)",12,1.25,5.451612903,0.454,4,0.333333333,15,3,3,15,3,2,0.2,0.2,0.2,0.133333333,3,9,3,0.25,0.75,0.25,0,74,1
jcodec365,jcodec,365,org.jcodec.codecs.h264.encode.DumbRateControl.accept(int),12,1.25,5.785714286,0.482,7,0.583333333,15,2,2,15,8,8,0.133333333,0.133333333,0.533333333,0.533333333,5,13,5,0.416666667,1.083333333,0.416666667,0,46,1
druid714,druid,714,com.alibaba.druid.pool.DruidPooledStatement.incrementExecuteUpdateCount(),16,1.25,2.714285714,0.17,1,0.0625,20,5,5,20,5,5,0.25,0.25,0.25,0.25,4,11,8,0.25,0.6875,0.5,3,18,0.857142857
jcodec40,jcodec,40,org.jcodec.codecs.h264.H264Utils.unescapeNAL(ByteBuffer),16,1.25,4.7,0.294,4,0.25,20,1,0,20,8,3,0.05,0,0.4,0.15,6,16,10,0.375,1,0.625,1,52,0.981132075
druid456,druid,456,com.alibaba.druid.sql.repository.SchemaRepository.findTable(SQLName),15,1.266666667,3.75,0.25,2.5,0.166666667,19,3,3,19,5,5,0.157894737,0.157894737,0.263157895,0.263157895,4,12,6,0.266666667,0.8,0.4,2,33,0.942857143
opennlp82,opennlp,82,"opennlp.tools.postag.POSTaggerME.train(String,ObjectStream<POSSample>,TrainingParameters,POSTaggerFactory)",41,1.268292683,17.42857143,0.425,16,0.390243902,52,4,4,52,8,6,0.076923077,0.076923077,0.153846154,0.115384615,6,30,16,0.146341463,0.731707317,0.390243902,60,59,0.495798319
druid712,druid,712,com.alibaba.druid.sql.ast.expr.SQLPropertyExpr.setOwner(SQLExpr),11,1.272727273,5.333333333,0.485,5,0.454545455,14,1,0,14,4,2,0.071428571,0,0.285714286,0.142857143,3,8,4,0.272727273,0.727272727,0.363636364,6,16,0.727272727
jcodec155,jcodec,155,"org.jcodec.codecs.h264.decode.BlockInterpolator.getLuma03Unsafe(byte[],int,int,byte[],int,int,int,int,int,int)",11,1.272727273,5.129032258,0.466,4,0.363636364,14,3,2,14,3,0,0.214285714,0.142857143,0.214285714,0,3,9,3,0.272727273,0.818181818,0.272727273,0,76,1
mybatis-344,mybatis-3,44,"org.apache.ibatis.builder.MapperBuilderAssistant.getStatementResultMaps(String,Class<?>,String)",22,1.272727273,6.55,0.298,4,0.181818182,28,5,2,28,11,6,0.178571429,0.071428571,0.392857143,0.214285714,5,14,5,0.227272727,0.636363636,0.227272727,0,83,1
junit4192,junit4,192,"org.junit.runners.model.TestClass.collectAnnotatedMethodValues(Object,Class<?extendsAnnotation>,Class<T>,MemberValueConsumer<T>)",18,1.277777778,6.8125,0.378,6.5,0.361111111,23,0,0,23,0,0,0,0,0,0,4,7,5,0.222222222,0.388888889,0.277777778,15,32,0.680851064
jcodec249,jcodec,249,"org.jcodec.codecs.mpeg4.MPEG4Interpolator.fulpel16x16(byte[],byte[],int,int,int,int,int)",14,1.285714286,4.9,0.35,3,0.214285714,18,3,2,18,8,4,0.166666667,0.111111111,0.444444444,0.222222222,9,12,9,0.642857143,0.857142857,0.642857143,47,51,0.520408163
jcodec190,jcodec,190,"org.jcodec.common.logging.Logger.message(LogLevel,String,Object[])",23,1.304347826,8.666666667,0.377,3,0.130434783,30,5,4,30,16,13,0.166666667,0.133333333,0.533333333,0.433333333,7,18,32,0.304347826,0.782608696,1.391304348,21,58,0.734177215
druid377,druid,377,com.alibaba.druid.util.Utils.readFromResource(String),13,1.307692308,5.3,0.408,5,0.384615385,17,3,3,17,6,6,0.176470588,0.176470588,0.352941176,0.352941176,3,11,5,0.230769231,0.846153846,0.384615385,8,20,0.714285714
jcodec142,jcodec,142,"org.jcodec.codecs.h264.decode.CoeffTransformer.quantizeDC4x4(int[],int)",16,1.3125,5.419354839,0.339,2,0.125,21,0,0,21,5,5,0,0,0.238095238,0.238095238,4,13,4,0.25,0.8125,0.25,40,61,0.603960396
jcodec297,jcodec,297,"org.jcodec.codecs.prores.ProresDecoder.decodeSlice(ByteBuffer,int[],int[],int[],int,int,int,short,byte[][],byte[][],int,int,int)",16,1.3125,8.557377049,0.535,9,0.5625,21,3,1,21,3,1,0.142857143,0.047619048,0.142857143,0.047619048,5,15,16,0.3125,0.9375,1,12,123,0.911111111
jcodec175,jcodec,175,"org.jcodec.codecs.h264.decode.BlockInterpolator.getLuma02NoRound(byte[],int,int[],int,int,int,int,int,int)",12,1.333333333,4.268292683,0.356,4,0.333333333,16,2,0,16,5,2,0.125,0,0.3125,0.125,3,10,3,0.25,0.833333333,0.25,0,107,1
jcodec27,jcodec,27,org.jcodec.codecs.h264.decode.CAVLCReader.readUE(BitReader),12,1.333333333,3.5,0.292,3,0.25,16,1,0,16,5,2,0.0625,0,0.3125,0.125,4,9,6,0.333333333,0.75,0.5,0,31,1
jcodec358,jcodec,358,"org.jcodec.codecs.h264.decode.BlockInterpolator.getLuma20NoRoundInt(int[],int,int[],int,int,int,int,int,int)",12,1.333333333,4.580645161,0.382,4,0.333333333,16,3,3,16,5,5,0.1875,0.1875,0.3125,0.3125,3,12,3,0.25,1,0.25,0,92,1
druid623,druid,623,com.alibaba.druid.pool.DruidPooledConnection.checkState(),15,1.333333333,7.555555556,0.504,8,0.533333333,20,6,6,20,8,8,0.3,0.3,0.4,0.4,3,13,4,0.2,0.866666667,0.266666667,0,25,1
druid648,druid,648,com.alibaba.druid.sql.dialect.mysql.parser.MySqlStatementParser.parseShowVariants(),15,1.333333333,6.727272727,0.448,5,0.333333333,20,3,0,20,7,6,0.15,0,0.35,0.3,3,11,4,0.2,0.733333333,0.266666667,10,26,0.722222222
druid690,druid,690,com.alibaba.druid.sql.ast.expr.SQLPropertyExpr.computeHashCode64(),15,1.333333333,4.666666667,0.311,2,0.133333333,20,7,6,20,9,9,0.35,0.3,0.45,0.45,3,15,3,0.2,1,0.2,3,43,0.934782609
jcodec404,jcodec,404,"org.jcodec.codecs.h264.io.CABAC.readIntraChromaPredMode(MDecoder,int,MBType,MBType,boolean,boolean)",15,1.333333333,4.380952381,0.292,3,0.2,20,3,0,20,3,3,0.15,0,0.15,0.15,12,17,100,0.8,1.133333333,6.666666667,0,69,1
jcodec317,jcodec,317,"org.jcodec.codecs.prores.ProresEncoder.writeACCoeffs(BitWriter,int[],int[],int,int[],int)",18,1.333333333,6.523809524,0.362,6,0.333333333,24,3,1,24,3,3,0.125,0.041666667,0.125,0.125,4,18,4,0.222222222,1,0.222222222,0,71,1
mybatis-332,mybatis-3,32,org.apache.ibatis.scripting.xmltags.XMLScriptBuilder.parseDynamicTags(XNode),24,1.333333333,6.5,0.271,2.5,0.104166667,32,8,3,32,13,10,0.25,0.09375,0.40625,0.3125,7,22,7,0.291666667,0.916666667,0.291666667,14,89,0.86407767
opennlp18,opennlp,18,opennlp.tools.ml.model.ComparableEvent.compareTo(ComparableEvent),33,1.333333333,7.942857143,0.241,6,0.181818182,44,11,0,44,28,0,0.25,0,0.636363636,0,19,39,612,0.575757576,1.181818182,18.54545455,8,142,0.946666667
druid503,druid,503,"com.alibaba.druid.filter.FilterEventAdapter.preparedStatement_execute(FilterChain,PreparedStatementProxy)",17,1.352941176,6.214285714,0.366,5,0.294117647,23,3,3,23,7,7,0.130434783,0.130434783,0.304347826,0.304347826,4,14,5,0.235294118,0.823529412,0.294117647,0,44,1
opennlp179,opennlp,179,"opennlp.tools.ml.maxent.quasinewton.ParallelNegLogLikelihood.computeInParallel(double[],Class<?extendsComputeTask>)",34,1.352941176,8.933333333,0.263,8,0.235294118,46,4,3,46,19,12,0.086956522,0.065217391,0.413043478,0.260869565,5,16,8,0.147058824,0.470588235,0.235294118,3,150,0.980392157
druid925,druid,925,com.alibaba.druid.pool.DruidPooledStatement.executeUpdate(String),14,1.357142857,6.9375,0.496,6,0.428571429,19,4,4,19,8,8,0.210526316,0.210526316,0.421052632,0.421052632,2,11,3,0.142857143,0.785714286,0.214285714,5,24,0.827586207
junit4464,junit4,464,org.junit.internal.runners.ErrorReportingRunner.getCauses(Throwable),14,1.357142857,6,0.429,5,0.357142857,19,4,4,19,10,10,0.210526316,0.210526316,0.526315789,0.526315789,5,10,16,0.357142857,0.714285714,1.142857143,0,31,1
druid777,druid,777,"com.alibaba.druid.filter.FilterChainImpl.callableStatement_getObject(CallableStatementProxy,String)",16,1.375,5.047619048,0.315,3,0.1875,22,2,2,22,6,5,0.090909091,0.090909091,0.272727273,0.227272727,4,9,8,0.25,0.5625,0.5,0,43,1
druid950,druid,950,com.alibaba.druid.sql.parser.Lexer.nextTokenIdent(),16,1.375,7.875,0.492,8,0.5,22,9,4,22,15,10,0.409090909,0.181818182,0.681818182,0.454545455,4,11,8,0.25,0.6875,0.5,6,21,0.777777778
jcodec353,jcodec,353,"org.jcodec.codecs.h264.io.CABAC.readMBQpDelta(MDecoder,MBType)",16,1.375,5.538461538,0.346,3,0.1875,22,3,1,22,12,5,0.136363636,0.045454545,0.545454545,0.227272727,9,12,24,0.5625,0.75,1.5,0,50,1
jcodec368,jcodec,368,org.jcodec.codecs.h264.decode.RefListManager.getRefList(),16,1.375,4.166666667,0.26,3.5,0.21875,22,5,4,22,9,8,0.227272727,0.181818182,0.409090909,0.363636364,8,15,18,0.5,0.9375,1.125,0,94,1
mybatis-359,mybatis-3,59,"org.apache.ibatis.builder.xml.XMLIncludeTransformer.applyIncludes(Node,Properties,boolean)",29,1.379310345,7.85106383,0.271,3,0.103448276,40,9,5,40,17,8,0.225,0.125,0.425,0.2,12,24,16,0.413793103,0.827586207,0.551724138,0,122,1
opennlp35,opennlp,35,opennlp.tools.ml.naivebayes.NaiveBayesTrainer.findParameters(),34,1.382352941,9.333333333,0.275,7,0.205882353,47,4,4,47,16,10,0.085106383,0.085106383,0.340425532,0.212765957,8,22,30,0.235294118,0.647058824,0.882352941,14,118,0.893939394
druid530,druid,530,"com.alibaba.druid.filter.FilterChainImpl.connection_prepareCall(ConnectionProxy,String,int,int)",13,1.384615385,4.8,0.369,3,0.230769231,18,0,0,18,8,8,0,0,0.444444444,0.444444444,3,7,4,0.230769231,0.538461538,0.307692308,2,33,0.942857143
druid725,druid,725,com.alibaba.druid.proxy.jdbc.ConnectionProxyImpl.setAutoCommit(boolean),13,1.384615385,5.714285714,0.44,4.5,0.346153846,18,4,4,18,5,5,0.222222222,0.222222222,0.277777778,0.277777778,3,11,3,0.230769231,0.846153846,0.230769231,0,35,1
druid863,druid,863,"com.alibaba.druid.sql.PagerUtils.createCountUseSubQuery(SQLSelect,String)",13,1.384615385,4.615384615,0.355,3,0.230769231,18,0,0,18,8,4,0,0,0.444444444,0.222222222,1,10,1,0.076923077,0.769230769,0.076923077,0,37,1
jcodec180,jcodec,180,"org.jcodec.scale.RgbToBgr.transform(Picture,Picture)",13,1.384615385,3.08,0.237,3,0.230769231,18,2,1,18,7,4,0.111111111,0.055555556,0.388888889,0.222222222,6,10,10,0.461538462,0.769230769,0.769230769,18,61,0.772151899
jcodec72,jcodec,72,"org.jcodec.codecs.h264.decode.SliceReader.readResidualAC(boolean,boolean,int,MBType,int,int,int,int,int,int[])",10,1.4,5.971428571,0.597,4,0.4,14,1,1,14,10,4,0.071428571,0.071428571,0.714285714,0.285714286,8,9,14,0.8,0.9,1.4,2,92,0.978723404
